"product_reference";"source_name";"source_category";"source_type";"source_row_count";"odoo_id";"odoo_name";"odoo_category";"odoo_type";"odoo_active";"decision";"notes"
"3998AGSIMV1P";"PB VT CIVIC 3/5PTES LHD CAPT ELECT 06-11";"Pare-brise";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"3998AGSMV1B";"PB VT HONDA CIVIC 3/5PTES LHD CAPT 06-11";"Pare-brise";"product";"2";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"3998AGSV";"PB VT HONDA CIVIC 3/5PTES          06-11";"Pare-brise";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"3998AKCH1F";"CLIPS KIT PB COMP  HONDA CIVIC 5P 05-11";"Joint";"product";"3";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"3998ASMHT";"JC SUP PB HONDA CIVIC 3/5P       05-11";"Joint";"product";"6";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"3999AGSV";"PARE-BRISE TEINTÉ VERT HONDA CIVIC HYBRID 4 PORTES COFFRE 05-11MO 3,70";"Pare-brise";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"3999ASMST";"ENJOLIVEUR SUPÉRIEUR PARE-BRISE CIVIC HYBRID 4 PORTES COFFRE 05-11";"Joint";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4000AGAIMVW6N";"PB VT HONDA CRV III   CAPT      10-12";"Pare-brise";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4000AGAMV95";"PB VT HONDA CRV III   CAPT      07-10";"Pare-brise";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4000ASMRT";"JC SUP PB HONDA CRV III            07-12";"Joint";"product";"3";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4004AGSV";"PB VT HONDA JAZZ 2 LHD            09-15";"Pare-brise";"product";"2";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4004AGSV1P";"PB VT HONDA JAZZ 2 LHD            09-15";"Pare-brise";"product";"2";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4004ASMH1H";"JC PB HONDA JAZZ TOIT TOLE   08-15";"Joint";"product";"4";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4004BGSHB";"LUN VT HONDA JAZZ 09-15";"Lunette";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4004LGSH5FQ";"DEFL AVG VT HONDA JAZZ 09-15";"Glace laterale";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4004RGSH5FDW1M";"DESC AVD VT HONDA JAZZ 09-15";"Glace laterale";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4011AGAIMV1P";"PB VT ACO HONDA CRV LHD CAPT 12-18";"Pare-brise";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4011ASGRT";"JC SUP PB HONDA CRV     12-18";"Joint";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4017LYPR5RDW";"DESC ARG PRIV HONDA HR-V 15-";"Glace laterale";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4021BYPR";"LUN PRIVACY HONDA CRV  18-";"Lunette";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4105ACL";"PARE-BRISE CLAIR HYUNDAI PONY/EXCEL 89-94MO 2,90";"Pare-brise";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4105AKMH";"KIT ENJOLIVEUR PARE-BRISE HYUNDAI PONY/EXCEL 89-94";"Joint";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4109AGNBL";"PB VTBL PONY/ACCENT/EXCEL        94-96";"Pare-brise";"product";"2";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4109ASMH";"JC PB PONY/ACCENT/EXCEL            94-99";"Joint";"product";"2";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4115ALGBL";"PARE-BRISE TEINTÉ VERT DÉGRADÉ BLEU HYUNDAI ATOS 98-08MO 2,80";"Pare-brise";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4116AGNBL";"PB VTBL HYUNDAI SATELLITE/H200/H1 98-08";"Pare-brise";"product";"3";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4116ASMV";"JC PB HYUNDAI SATELLITE/H200/H1   98-08";"Joint";"product";"3";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4118AGNBL";"PB VTBL HYUNDAI ACCENT 4/5P 00-05";"Pare-brise";"product";"4";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4118ASMH";"JC PB HYUNDAI ACCENT 4/5P 00-05";"Joint";"product";"3";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4118BGNHW1H";"LUN VT HYUNDAI ACCENT 5P  TROU 00-01";"Lunette";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4118BGNHW1R";"LUN VT HYUNDAI ACCENT 5P  TROU 01-05";"Lunette";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4120AGNBLW";"PB VTBL TRAJET/HIGHWAY VAN       00-07";"Pare-brise";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4120ASMV";"JC PB HYUNDAI TRAJET               00-07";"Joint";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4124AGNBL";"PB VTBL HYUNDAI TERRACAN         01-07";"Pare-brise";"product";"2";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4124ASMR";"JC PB HYUNDAI TERRACAN             01-07";"Joint";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4125AGNBL";"PB VTBL HYUNDAI MATRIX MPV    01-10";"Pare-brise";"product";"2";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4125ASMH";"JC PB HYUNDAI MATRIX MPV       01-10";"Joint";"product";"2";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4125LGNH5FD";"DESC.AVG VT HYUNDAI MATRIX  01-10";"Glace laterale";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4128AGSBL";"PB VTBL HYUNDAI GETZ               02-10";"Pare-brise";"product";"7";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4128ASMH";"JC PB HYUNDAI GETZ                 02-10";"Joint";"product";"7";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4128ASMH-PERDU";"JC PB HYUNDAI GETZ                 02-10";"Joint";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4128BGSHW1H";"LUN VT HYUNDAI GETZ 3/5P TROU  02-10";"Lunette";"product";"3";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4128LGSH5FDW";"DESC AVG VT HYUNDAI GETZ 5PTES  02-10";"Glace laterale";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4128LGSH5RV";"DEFL ARG VT HUYNDAI GETZ 5PTES  02-10";"Glace laterale";"product";"2";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4128RGSH3FDW";"DESC AVD VT HYUNDAI GETZ 3PTES  02-10";"Glace laterale";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4128RGSH5FDW";"DESC AVD VT HYUNDAI GETZ 5PTES 02-10";"Glace laterale";"product";"2";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4128RGSH5RV";"DEFL ARD VT HYUNDAI GETZ 5PTES  02-10";"Glace laterale";"product";"2";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4129AGNBLHV";"PB VTBL TUCSON CHAUF.EMB 6CM 04-10";"Pare-brise";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4129AGNBLV";"PB VTBL HYUNDAI TUCSON 04-10";"Pare-brise";"product";"7";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4129ASMR";"JC PB HYUNDAI TUCSON 04-10";"Joint";"product";"7";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4129BGNRBO2Q";"LUN.VT HYUNDAI TUCSON OUVR. 04-10";"Lunette";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4129BYPROB";"LUNETTE PRIVACY HYUNDAÏ TUCSON OUVRANT(E) 04-10";"Lunette";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4133AGNBLV";"PARE-BRISE TEINTÉ VERT DÉGRADÉ BLEU HYUNDAI SANTA FE 2 05-10";"Pare-brise";"product";"2";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4133AGSBLMV1B";"PB VTBL HYUNDAI SANTA FE 2+CAPT.05-12";"Pare-brise";"product";"4";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4133ASMR";"JC PB HYUNDAI SANTA FE II 05-12";"Joint";"product";"3";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4133BYPR";"LUN PRIV HYUNDAI SANTA FE II       05-12";"Lunette";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4133LGSR5FD";"GLACE DESCENDANTE AVANT GAUCHE TEINTÉ VERT HYUNDAI SANTA FE II 05-12";"Glace laterale";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4133LYPR5RDW";"DESC ARG PRIVACY SANTA FE II 05-12";"Glace laterale";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4134AGNBLV";"PB VTBL HYUNDAI ACCENT          06-11";"Pare-brise";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4134ASMHT";"JC SUP PB HYUNDAI ACCENT           06-11";"Joint";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4135AGNHMV6G";"PB VT HY I30 CHAUF  CAPT VIN 12CM  07-12";"Pare-brise";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4135AGNV1G";"PB VT HYUNDAI I30 VIN A 12CM     07-12";"Pare-brise";"product";"4";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4135AGSV";"PARE-BRISE TEINTÉ VERT HYUNDAI I30 07-12";"Pare-brise";"product";"4";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4135ASMHL";"JC GAUCHE  PB HYUNDAI I30         07-12";"Joint";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4135ASMHT";"JC SUP PB HYUNDAI I30              07-12";"Joint";"product";"6";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4135BGNH";"LUN VT HYUNDAI I30 5P    08-12";"Lunette";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4135LGNH5FD";"DESC AVG VT HYUNDAI I30 5PTES 07-12";"Glace laterale";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4135RGNH5FD";"DESC AVD VT HYUNDAI I30 5PTES 07-12";"Glace laterale";"product";"2";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4136AGNBLV";"PB VTBL HYU SATELLITE/H1/I800  08-";"Pare-brise";"product";"3";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4136AGNV";"PB VT HYUNDAI SATELLITE/H1/I800  08-";"Pare-brise";"product";"2";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4136ASMVT";"JC SUP PB HYUNDAI H1            07-";"Joint";"product";"5";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4136BGNVL";"LUN ARG VT CHAUF HYUNDAI H1 07-";"Lunette";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4136BGNVR";"LUN ARD VT CHAUF HYUNDAI H1 07-";"Lunette";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4136BGPVR";"LUN ARD VT FONCEE HYUNDAI H1 07-";"Lunette";"product";"2";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4137AGNGNV";"PB VTVT HYUNDAI I10                08-13";"Pare-brise";"product";"2";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4137ASMH";"JC PB HYUNDAI  I10          09-13";"Joint";"product";"3";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4137RGNH5RDW";"DESC ARD VT HYUNDAI   I10 5PTES 07-13";"Glace laterale";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4137RGNH5RV";"DEFL ARD VT  HYUNDAI I10 5PTES 07-13";"Glace laterale";"product";"2";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4139AGSV";"PB VT HYUNDAI I20 09-15";"Pare-brise";"product";"7";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4139ASMH";"JC PB HYUNDAI I20 09-15";"Joint";"product";"7";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4139LGSH3FD";"DESC AVG VT HYUNDAI I20 3P 09-15";"Glace laterale";"product";"2";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4139LGSH5FD";"DESC AVG VT HYUNDAI I20 09-15";"Glace laterale";"product";"4";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4141AGNHMV1B";"PB VT HYUNDAI IX35 CHAUF+CAPT.10-";"Pare-brise";"product";"5";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4141AGSBLHMV";"PB VTBL HYUNDAI IX35 CHAUF CAPT 10-15";"Pare-brise";"product";"2";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4141AGSBLHMV1B";"PB VTBL HYUNDAI IX35 CHAUF CAPT 10-";"Pare-brise";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4141AGSBLHV";"PB VTBL HYUNDAI IX35 CHAUFF  09-15";"Pare-brise";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4141AGSBLV";"PB VTBL HYUNDAI IX35       10-";"Pare-brise";"product";"10";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4141AGSV";"PB VT HYUNDAI IX35 10-";"Pare-brise";"product";"5";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4141ASMR";"JC PB HYUNDAI IX35                 10-";"Joint";"product";"21";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4141BGSR";"LUN VT HYUNDAI IX35       10-15";"Lunette";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4141BYPR";"LUNETTE PRIVACY HYUNDAI IX35 10-";"Lunette";"product";"4";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4141LGDR5RDW";"DESC ARG VT FONCEE HYUNDAI IX35      10-";"Glace laterale";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4141LGSR5FD";"DESC AVG VT HYUNDAI IX35       10-";"Glace laterale";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4141LYPR5RQZ";"CUST ARG PRIVACY HYUNDAI IX35   10-15";"Glace laterale";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4141RGSR5FD";"DESC AVD VT HYUNDAI IX35       10-15";"Glace laterale";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4141RYPR5RDW";"DESC ARD PRIVACY HYUNDAI IX35       10-";"Glace laterale";"product";"2";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4141RYPR5RQZ";"CUSTODE ARRIÈRE DROIT PRIVACY HYUNDAI IX35       10-MO 0,90";"Glace laterale";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4147AGNBLV";"PB VTBL HYUNDAI VELOSTER  11-19";"Pare-brise";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4147ASMHT";"JC SUP PB HYUNDAI VELOSTER  11-19";"Joint";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4147GZPH4PRB";"TOIT VITRE PARTIE ARR FIXE VELOSTER  11-";"Autres";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4147LGNH4RQZ";"CUST ARG VT HYUNDAI VELOSTER 11-19";"Glace laterale";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4151BGNHI";"LUN VT HYUNDAI I30 3/5P 12-17";"Lunette";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4151RGNH5FDW1M";"DESC AVD VT HYUNDAI I30 12-17";"Glace laterale";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4153AGABLHMOV";"PB VTBL ACO SANTA FE CHAU  CAPT    12-19";"Pare-brise";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4153AGCBLHMOV";"PB VTBL AC SANTA FE CHAU CAPT VAP12-19";"Pare-brise";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4153AGNBLHMOV";"PB VTBL HYUNDAI SANTA FE CHAUF CAPT 12-1";"Pare-brise";"product";"5";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4153ASMHT";"JC SUP  PB SANTA FE 3   12-19";"Joint";"product";"4";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4153LGSR5FDW1M";"DESC AVG VT HYUNDAI SANTA FE 12-19";"Glace laterale";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4155AGNV";"PB VT HYUNDAI I10                13-";"Pare-brise";"product";"2";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4155ASMH";"JC PB HYUNDAI I10                13-";"Joint";"product";"2";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4155BGNHI";"LUN VT HYUNDAI I10 1 TROU  13-";"Lunette";"product";"2";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4155LGNH5FDW";"DESC AVG VT HYUNDAI I10      13-20";"Glace laterale";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4155LGNH5RDW";"DESC ARG VT HYUNDAI I10      13-20";"Glace laterale";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4155LGNH5RVZ";"DEFL ARG VT HYUNDAI I10      13-";"Glace laterale";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4155RGNH5FDW";"GLACE DESCENDANTE AVANT DROIT TEINTÉ VERT HYUNDAI I10 13-20MO 0,40";"Glace laterale";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4155RGNH5RDW";"DESC ARD VT HYUNDAI I10      13-20";"Glace laterale";"product";"3";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4157BGNHI";"LUN.VT HYUNDAI I20 5P. 14-";"Lunette";"product";"3";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4157BYPHI";"LUN PRIVACY HYUNDAI I20 5P      14-20";"Lunette";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4157LGNH5RDW";"DESC ARG VT HYUNDAI I20 5P          14-";"Glace laterale";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4157LGNH5RV";"DEFL ARG VT HYUNDAI I20 5P         14-20";"Glace laterale";"product";"2";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4157RGNH5RDW";"DESC ARD VT HYUNDAI I20 5P         14-20";"Glace laterale";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4157RGNH5RV";"DEFL ARD VT HYUNDAI I20 5P        14-20";"Glace laterale";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4159AGABLOVW";"PB VTBL AC.TUCSON 2 +HUMID.15-";"Pare-brise";"product";"2";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4159AGABLVW";"PB VTBL AC TUCSON 2     15-";"Pare-brise";"product";"8";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4159AGRBLCHMOVW";"PB VTBL ABS AC TUCSON 2 CHAU CAP CAM 15-";"Pare-brise";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4159AGRBLMOVW";"PB VTBL TUCSON 2 +CAPT 15-";"Pare-brise";"product";"5";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4159AGRBLOVW";"PB VTBL ABS AC TUCSON 2 VAP 15-";"Pare-brise";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4159ASMR";"ENJOLIVEUR PARE-BRISE HYUNDAI TUCSON 2 15-";"Joint";"product";"10";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4159BGPRI1H";"LUN VT FONCEE HYUNDAI TUCSON 2 TROU 15-";"Lunette";"product";"3";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4159LGSR5FDW1M";"DESC AVG VT HYUNDAI TUCSON 2 15-";"Glace laterale";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4159RGSR5FDW";"GLACE DESCENDANTE AVANT DROIT TEINTÉ VERT HYUNDAI TUCSON 2 15-MO 0.40";"Glace laterale";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4163AGRBLCMOV";"PB VTBL HYUNDAI IONIQ   CAPT CAM 16-";"Pare-brise";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4163ASMH";"JC PB HYUNDAI IONIQ  16-";"Joint";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4167AGNBLCIMOV";"PB VTBL HYUNDAI KONA LHD CAPT CAM   17-";"Pare-brise";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4167AGSBLCIMO1Z";"PB VTBL KONA LHD CAPT CAM 09/17-";"Pare-brise";"product";"2";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4167AGSBLCIMO2Z";"PB VTBL KONA LHD CAPT CAM 17-";"Pare-brise";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4167AGSBLCIMO3Z";"PB VTBL KONA LHD CAPT CAM VAP 21-";"Pare-brise";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4167ASMR";"JC PB HYUNDAI KONA    17-";"Joint";"product";"4";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4167RGNR5FDW1M";"DESC AVD VT HYUNDAI KONA    17-";"Glace laterale";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4177RGNH5RV";"DEFL ARD VT HYUNDAI I10  20-";"Glace laterale";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4178AGNV";"PB VT HYUNDAI I20 LHD 5PTES / BAYON 20-";"Pare-brise";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4178BGNHI";"LUN VT HYUNDAI I20 5PTES  20-";"Lunette";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4178RGNH5FDW";"DESC AVD VT HYUNDAI I20 5P / BAYON  20-";"Glace laterale";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4179AGACIMOV";"PB VT ACO TUCSON CAPT CAM HUM 21-";"Pare-brise";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4179AGRCIMOV";"PB VT ACO ABS TUCSON CAPT CAM HUM 21-";"Pare-brise";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4179ASMRT";"JC SUP PB HYUNDAI TUCSON  21-";"Joint";"product";"2";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4179RYPR5RQZ";"CUST ARD PRIVACY HYUNDAI TUCSON 21-";"Glace laterale";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4340AGSCMVZ";"PB VT JAGUAR F-PACE  CAPT  CAM 15-";"Pare-brise";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4340LGSR5FD1M";"DESC AVG VT JAGUAR F-PACE  15-";"Glace laterale";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"4340RGSR5FD1M";"DESC AVD VT JAGUAR F-PACE  15-";"Glace laterale";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
