product_reference;product_name;source_type;target_category;target_subcategory;product_type;stockable;eurocode_format_valide;supplier;purchase_price;cost_price;public_price;other_code;internal_eurocode;eurocode_divergent;source_row_count;source_places;import_status;notes
4116AGNBL;PB VTBL HYUNDAI SATELLITE/H200/H1 98-08;PARE BRISE;Pare-brise;;product;true;true;VSF Centre;126,53;278,36;158,16;;4116AGNBL;false;3;R703 | GALLERIA | R435;import;Doublon source consolide : controler quantites, prix et emplacements.
4116ASMV;JC PB HYUNDAI SATELLITE/H200/H1   98-08;JOINTS;Joint;;product;true;true;VSF Centre;6,72;14,78;8,4;;4116ASMV;false;3;R703 | GALLERIA | galleria;import;Doublon source consolide : controler quantites, prix et emplacements. Variantes de casse/espacement fusionnees dans la source : 4116ASMV, 4116asmv.
4118AGNBL;PB VTBL HYUNDAI ACCENT 4/5P 00-05;PARE BRISE;Pare-brise;;product;true;true;VSF Centre;75,86;166,88;94,82;;4118AGNBL;true;4;R332 | R126 | R218 | R326;import;Doublon source consolide : controler quantites, prix et emplacements. EUROCODE INTERNE diverge de EUROCODE : arbitrage RPBM requis sur la reference qui fait foi.
4118ASMH;JC PB HYUNDAI ACCENT 4/5P 00-05;JOINTS;Joint;;product;true;true;VSF Centre;8;17,6;10;;4118ASMH;false;3;R332 | J7F;import;Doublon source consolide : controler quantites, prix et emplacements.
4118BGNHW1H;LUN VT HYUNDAI ACCENT 5P  TROU 00-01;LUNETTES;Lunette;;product;true;true;VSF Centre;145,57;320,25;181,96;;4118BGNHW1H;false;1;R901;import;Rapprochement Odoo par default_code a effectuer.
4118BGNHW1R;LUN VT HYUNDAI ACCENT 5P  TROU 01-05;LUNETTES;Lunette;;product;true;true;VSF Centre;141,98;312,35;177,47;;4118BGNHW1R;false;1;R206;import;Rapprochement Odoo par default_code a effectuer.
4120AGNBLW;PB VTBL TRAJET/HIGHWAY VAN       00-07;PARE BRISE;Pare-brise;;product;true;true;VSF Centre;105,18;231,4;131,48;;4120AGNBLW;false;1;R132;import;Rapprochement Odoo par default_code a effectuer.
4120ASMV;JC PB HYUNDAI TRAJET               00-07;JOINTS;Joint;;product;true;true;VSF Centre;32,29;71,03;40,36;;4120ASMV;false;1;R132;import;Rapprochement Odoo par default_code a effectuer.
4124AGNBL;PB VTBL HYUNDAI TERRACAN         01-07;PARE BRISE;Pare-brise;;product;true;true;VSF Centre;88;193,6;110;;4124AGNBL;false;2;R104 | R215;import;Doublon source consolide : controler quantites, prix et emplacements.
4124ASMR;JC PB HYUNDAI TERRACAN             01-07;JOINTS;Joint;;product;true;true;VSF Centre;23,2;51,04;29;;4124ASMR;false;1;R104;import;Rapprochement Odoo par default_code a effectuer.
4125AGNBL;PB VTBL HYUNDAI MATRIX MPV    01-10;PARE BRISE;Pare-brise;;product;true;true;Vsf Centre;83,66;184,04;104,57;;4125AGNBL;false;2;Centre | R615;import;Doublon source consolide : controler quantites, prix et emplacements.
4125ASMH;JC PB HYUNDAI MATRIX MPV       01-10;JOINTS;Joint;;product;true;true;Vsf Centre;14,91;32,81;18,64;;4125ASMH;false;2;Centre | R615;import;Doublon source consolide : controler quantites, prix et emplacements.
4125LGNH5FD;DESC.AVG VT HYUNDAI MATRIX  01-10;GLACES LATERALES;Glace laterale;;product;true;true;VSF Centre;44;96,8;55;;4125LGNH5FD;false;1;Centre;import;Rapprochement Odoo par default_code a effectuer.
4128AGSBL;PB VTBL HYUNDAI GETZ               02-10;PARE BRISE;Pare-brise;;product;true;true;VSF Centre;72,62;159,77;90,78;;4128AGSBL;false;7;R110 | R423 | R201 | R614 | R527 | R634 | GALLERIA;import;Doublon source consolide : controler quantites, prix et emplacements.
4128ASMH;JC PB HYUNDAI GETZ                 02-10;JOINTS;Joint;;product;true;true;VSF Centre;8,16;17,95;10,2;;4128ASMH;false;7;R110 | R423 | JT012 | R614 | J8D | J10B | GALLERIA;import;Doublon source consolide : controler quantites, prix et emplacements.
4128ASMH-PERDU;JC PB HYUNDAI GETZ                 02-10;JOINTS;Joint;;product;true;true;VSF Centre;8,41;18,5;10,51;;4128ASMH-PERDU;false;1;PERDUE;import;Rapprochement Odoo par default_code a effectuer.
4128BGSHW1H;LUN VT HYUNDAI GETZ 3/5P TROU  02-10;LUNETTES;Lunette;;product;true;true;VSF Centre;79,82;175,6;99,77;;4128BGSHW1H;false;3;Centre | D2 | GALLERIA;import;Doublon source consolide : controler quantites, prix et emplacements.
4128LGSH5FDW;DESC AVG VT HYUNDAI GETZ 5PTES  02-10;GLACES LATERALES;Glace laterale;;product;true;true;VSF Centre;59,15;130,13;73,94;;4128LGSH5FDW;false;1;R912;import;Rapprochement Odoo par default_code a effectuer.
4128LGSH5RV;DEFL ARG VT HUYNDAI GETZ 5PTES  02-10;GLACES LATERALES;Glace laterale;;product;true;true;VSF Centre;23,66;52,06;29,58;;4128LGSH5RV;false;2;Centre;import;Doublon source consolide : controler quantites, prix et emplacements.
4128RGSH3FDW;DESC AVD VT HYUNDAI GETZ 3PTES  02-10;GLACES LATERALES;Glace laterale;;product;true;true;VSF Centre;73,74;162,22;92,17;;4128RGSH3FDW;false;1;R901;import;Rapprochement Odoo par default_code a effectuer.
4128RGSH5FDW;DESC AVD VT HYUNDAI GETZ 5PTES 02-10;GLACES LATERALES;Glace laterale;;product;true;true;VSF Centre;54,77;120,49;68,46;;4128RGSH5FDW;false;2;R909 | R911;import;Doublon source consolide : controler quantites, prix et emplacements.
4128RGSH5RV;DEFL ARD VT HYUNDAI GETZ 5PTES  02-10;GLACES LATERALES;Glace laterale;;product;true;true;VSF Centre;22,46;49,42;28,08;;4128RGSH5RV;false;2;Centre | T002;import;Doublon source consolide : controler quantites, prix et emplacements.
4129AGNBLHV;PB VTBL TUCSON CHAUF.EMB 6CM 04-10;PARE BRISE;Pare-brise;;product;true;true;VSF Centre;127,2;279,84;159;;4129AGNBLHV;false;1;R116;import;Rapprochement Odoo par default_code a effectuer.
4129AGNBLV;PB VTBL HYUNDAI TUCSON 04-10;PARE BRISE;Pare-brise;;product;true;true;VSF Centre;84;184,8;105;;4129AGNBLV;false;7;R324 | R221 | R316 | CASSE | R428 | R511 | R208;import;Doublon source consolide : controler quantites, prix et emplacements.
4129ASMR;JC PB HYUNDAI TUCSON 04-10;JOINTS;Joint;;product;true;true;VSF Centre;25,6;56,32;32;;4129ASMR;false;7;R324 | J7D | R221 | R316 | J7B | JT007 | JT004;import;Doublon source consolide : controler quantites, prix et emplacements.
4129BGNRBO2Q;LUN.VT HYUNDAI TUCSON OUVR. 04-10;LUNETTES;Lunette;;product;true;true;VSF Centre;111,2;244,64;139;;4129BGNRBO2Q;false;1;Centre;import;Rapprochement Odoo par default_code a effectuer.
4129BYPROB;LUNETTE PRIVACY HYUNDAÏ TUCSON OUVRANT(E) 04-10;LUNETTES;Lunette;;product;true;true;CENTRE AUTO;278,86;278,86;278,86;;4129BYPROB;false;1;Centre;import;Rapprochement Odoo par default_code a effectuer.
4133AGNBLV;PARE-BRISE TEINTÉ VERT DÉGRADÉ BLEU HYUNDAI SANTA FE 2 05-10;PARE BRISE;Pare-brise;;product;true;true;MPB;198,22;198,22;198,22;;4133AGNBLV;false;2;Centre | R607;import;Doublon source consolide : controler quantites, prix et emplacements.
4133AGSBLMV1B;PB VTBL HYUNDAI SANTA FE 2+CAPT.05-12;PARE BRISE;Pare-brise;;product;true;true;VSF Centre;151,2;332,64;189;;4133AGSBLMV1B;false;4;R324 | Centre | CASSE | R524;import;Doublon source consolide : controler quantites, prix et emplacements.
4133ASMR;JC PB HYUNDAI SANTA FE II 05-12;JOINTS;Joint;;product;true;true;VSF Centre;25,18;55,39;31,47;;4133ASMR;false;3;R324 | Centre | D2;import;Doublon source consolide : controler quantites, prix et emplacements.
4133BYPR;LUN PRIV HYUNDAI SANTA FE II       05-12;LUNETTES;Lunette;;product;true;true;VSF Centre;206,47;454,24;258,09;;4133BYPR;false;1;R227;import;Rapprochement Odoo par default_code a effectuer.
4133LGSR5FD;GLACE DESCENDANTE AVANT GAUCHE TEINTÉ VERT HYUNDAI SANTA FE II 05-12;GLACES LATERALES;Glace laterale;;product;true;true;CENTRE AUTO;147,11;147,11;147,11;;4133LGSR5FD;false;1;Centre;import;Rapprochement Odoo par default_code a effectuer.
4133LYPR5RDW;DESC ARG PRIVACY SANTA FE II 05-12;GLACES LATERALES;Glace laterale;;product;true;true;VSF Centre;80,78;177,72;100,98;;4133LYPR5RDW;false;1;Centre;import;Rapprochement Odoo par default_code a effectuer.
4134AGNBLV;PB VTBL HYUNDAI ACCENT          06-11;PARE BRISE;Pare-brise;;product;true;true;VSF Centre;98,13;215,88;122,66;;4134AGNBLV;false;1;R633;import;Rapprochement Odoo par default_code a effectuer.
4134ASMHT;JC SUP PB HYUNDAI ACCENT           06-11;JOINTS;Joint;;product;true;true;VSF Centre;7,77;17,09;9,71;;4134ASMHT;false;1;J10E;import;Rapprochement Odoo par default_code a effectuer.
4135AGNHMV6G;PB VT HY I30 CHAUF  CAPT VIN 12CM  07-12;PARE BRISE;Pare-brise;;product;true;true;VSF Centre;165,72;364,58;207,15;;;false;1;GENIPA;import;Rapprochement Odoo par default_code a effectuer.
4135AGNV1G;PB VT HYUNDAI I30 VIN A 12CM     07-12;PARE BRISE;Pare-brise;;product;true;true;VSF Centre;100,04;220,09;125,05;;4135AGNV1G;false;4;Galléria | R813 | R412 | R805;import;Doublon source consolide : controler quantites, prix et emplacements.
4135AGSV;PARE-BRISE TEINTÉ VERT HYUNDAI I30 07-12;PARE BRISE;Pare-brise;;product;true;true;HHH;171,8;171,8;171,8;;4135AGSV;false;4;Centre | R421 | R329 | R426;import;Doublon source consolide : controler quantites, prix et emplacements.
4135ASMHL;JC GAUCHE  PB HYUNDAI I30         07-12;JOINTS;Joint;;product;true;true;VSF Centre;34,44;75,77;43,05;;4135ASMHL;false;1;J9E;import;Rapprochement Odoo par default_code a effectuer.
4135ASMHT;JC SUP PB HYUNDAI I30              07-12;JOINTS;Joint;;product;true;true;VSF Centre;7,57;16,65;9,46;;4135ASMHT;false;6;Galléria | JT005 | J8A | J11E | GENIPA | J1G;import;Doublon source consolide : controler quantites, prix et emplacements.
4135BGNH;LUN VT HYUNDAI I30 5P    08-12;LUNETTES;Lunette;;product;true;true;VSF Centre;121,62;267,56;152,02;;4135BGNH;false;1;R928;import;Rapprochement Odoo par default_code a effectuer.
4135LGNH5FD;DESC AVG VT HYUNDAI I30 5PTES 07-12;GLACES LATERALES;Glace laterale;;product;true;true;VSF Centre;49,6;109,12;62;;4135LGNH5FD;false;1;Centre;import;Rapprochement Odoo par default_code a effectuer.
4135RGNH5FD;DESC AVD VT HYUNDAI I30 5PTES 07-12;GLACES LATERALES;Glace laterale;;product;true;true;VSF Centre;48,86;107,5;61,08;;4135RGNH5FD;false;2;Centre | R914;import;Doublon source consolide : controler quantites, prix et emplacements.
4136AGNBLV;PB VTBL HYU SATELLITE/H1/I800  08-;PARE BRISE;Pare-brise;;product;true;true;VSF Centre;98,56;216,83;123,2;;4136AGNBLV;false;3;R134 | R519 | R732;import;Doublon source consolide : controler quantites, prix et emplacements.
4136AGNV;PB VT HYUNDAI SATELLITE/H1/I800  08-;PARE BRISE;Pare-brise;;product;true;true;VSF Centre;100,04;220,09;125,05;;4136AGNV;false;2;R732 | R538;import;Doublon source consolide : controler quantites, prix et emplacements.
4136ASMVT;JC SUP PB HYUNDAI H1            07-;JOINTS;Joint;;product;true;true;VSF Centre;4,55;10,01;5,69;;4136ASMVT;false;5;R134 | R732 | J9E | J6B;import;Doublon source consolide : controler quantites, prix et emplacements.
4136BGNVL;LUN ARG VT CHAUF HYUNDAI H1 07-;LUNETTES;Lunette;;product;true;true;VSF Centre;125,33;275,72;156,66;;4136BGNVL;false;1;R902;import;Rapprochement Odoo par default_code a effectuer.
4136BGNVR;LUN ARD VT CHAUF HYUNDAI H1 07-;LUNETTES;Lunette;;product;true;true;VSF Centre;144,51;317,93;180,64;;4136BGNVR;false;1;R914;import;Rapprochement Odoo par default_code a effectuer.
4136BGPVR;LUN ARD VT FONCEE HYUNDAI H1 07-;LUNETTES;Lunette;;product;true;true;VSF Centre;141,74;311,82;177,17;;4136BGPVR;false;2;Centre;import;Doublon source consolide : controler quantites, prix et emplacements.
4137AGNGNV;PB VTVT HYUNDAI I10                08-13;PARE BRISE;Pare-brise;;product;true;true;VSF Centre;78,48;172,66;98,1;;4137AGNGNV;false;2;GENIPA | R537;import;Doublon source consolide : controler quantites, prix et emplacements.
4137ASMH;JC PB HYUNDAI  I10          09-13;JOINTS;Joint;;product;true;true;VSF Centre;11,7;25,73;14,62;;4137ASMH;false;3;GENIPA | J5D | Galleria;import;Doublon source consolide : controler quantites, prix et emplacements. Variantes de casse/espacement fusionnees dans la source : 4137ASMH, 4137asmh.
4137RGNH5RDW;DESC ARD VT HYUNDAI   I10 5PTES 07-13;GLACES LATERALES;Glace laterale;;product;true;true;VSF Centre;38,26;84,16;47,82;;4137RGNH5RDW;false;1;Centre;import;Rapprochement Odoo par default_code a effectuer.
4137RGNH5RV;DEFL ARD VT  HYUNDAI I10 5PTES 07-13;GLACES LATERALES;Glace laterale;;product;true;true;VSF Centre;29,41;64,7;36,76;;4137RGNH5RV;false;2;Centre | R234;import;Doublon source consolide : controler quantites, prix et emplacements.
4139AGSV;PB VT HYUNDAI I20 09-15;PARE BRISE;Pare-brise;;product;true;true;VSF Centre;77,14;169,7;96,42;;4139AGSV;false;7;R218 | R215 | R422 | R506 | R705 | R737 | R209;import;Doublon source consolide : controler quantites, prix et emplacements.
4139ASMH;JC PB HYUNDAI I20 09-15;JOINTS;Joint;;product;true;true;VSF Centre;9,52;20,94;11,9;;4139ASMH;false;7;R218 | R215 | R506 | D2 (Joints) | R705 | J10B | J9G;import;Doublon source consolide : controler quantites, prix et emplacements.
4139LGSH3FD;DESC AVG VT HYUNDAI I20 3P 09-15;GLACES LATERALES;Glace laterale;;product;true;true;VSF Centre;63,5;139,69;79,37;;4139LGSH3FD;false;2;R906 | R907;import;Doublon source consolide : controler quantites, prix et emplacements.
4139LGSH5FD;DESC AVG VT HYUNDAI I20 09-15;GLACES LATERALES;Glace laterale;;product;true;true;VSF Centre;41,41;91,1;51,76;;4139LGSH5FD;false;4;Centre | R903 | R907;import;Doublon source consolide : controler quantites, prix et emplacements.
4141AGNHMV1B;PB VT HYUNDAI IX35 CHAUF+CAPT.10-;PARE BRISE;Pare-brise;;product;true;true;VSF Centre;142,21;312,86;177,76;;4141AGNHMV1B;false;5;R303 | Centre | R417 | R618;import;Doublon source consolide : controler quantites, prix et emplacements.
4141AGSBLHMV;PB VTBL HYUNDAI IX35 CHAUF CAPT 10-15;PARE BRISE;Pare-brise;;product;true;true;VSF Centre;151,2;332,64;189;;;false;2;CASSE | R523;import;Doublon source consolide : controler quantites, prix et emplacements.
4141AGSBLHMV1B;PB VTBL HYUNDAI IX35 CHAUF CAPT 10-;PARE BRISE;Pare-brise;;product;true;true;VSF Centre;136,27;299,8;170,34;;4141AGSBLHMV1B;false;1;R618;import;Rapprochement Odoo par default_code a effectuer.
4141AGSBLHV;PB VTBL HYUNDAI IX35 CHAUFF  09-15;PARE BRISE;Pare-brise;;product;true;true;VSF Centre;189,01;415,82;236,26;;;false;1;GENIPA;import;Rapprochement Odoo par default_code a effectuer.
4141AGSBLV;PB VTBL HYUNDAI IX35       10-;PARE BRISE;Pare-brise;;product;true;true;VSF Centre;100;220;125;;4141AGSBLV;false;10;R427 | R424 | R433 | R620 | CASSE | R703 | R136 | R708 | GALLERIA;import;Doublon source consolide : controler quantites, prix et emplacements.
4141AGSV;PB VT HYUNDAI IX35 10-;PARE BRISE;Pare-brise;;product;true;true;VSF Centre;120,84;265,85;159;;4141AGSV;false;5;R227 | R310 | R424 | R523 | R211;import;Doublon source consolide : controler quantites, prix et emplacements.
4141ASMR;JC PB HYUNDAI IX35                 10-;JOINTS;Joint;;product;true;true;VSF Ouest;16,72;36,78;22;;4141ASMR;false;21;R310 | Tringle | R303 | R424 | Centre | JT007 | R618 | R620 | R523 | J2C | JT001 | JT025 | JT006 | J6B | J8B | GALLERIA | J6D | GENIPA;import;Doublon source consolide : controler quantites, prix et emplacements.
4141BGSR;LUN VT HYUNDAI IX35       10-15;LUNETTES;Lunette;;product;true;true;VSF Centre;117,95;259,49;147,44;;4141BGSR;false;1;R927;import;Rapprochement Odoo par default_code a effectuer.
4141BYPR;LUNETTE PRIVACY HYUNDAI IX35 10-;LUNETTES;Lunette;;product;true;true;AUTODIS;254,55;254,55;254,55;;4141BYPR;false;4;Centre | Galléria | R910 | R930;import;Doublon source consolide : controler quantites, prix et emplacements.
4141LGDR5RDW;DESC ARG VT FONCEE HYUNDAI IX35      10-;GLACES LATERALES;Glace laterale;;product;true;true;VSF Centre;64,15;141,13;80,19;;4141LGDR5RDW;false;1;Centre;import;Rapprochement Odoo par default_code a effectuer.
4141LGSR5FD;DESC AVG VT HYUNDAI IX35       10-;GLACES LATERALES;Glace laterale;;product;true;true;VSF Centre;59,48;130,86;74,35;;4141LGSR5FD;false;1;Centre;import;Rapprochement Odoo par default_code a effectuer.
4141LYPR5RQZ;CUST ARG PRIVACY HYUNDAI IX35   10-15;GLACES LATERALES;Glace laterale;;product;true;true;VSF Centre;118,37;260,41;147,96;;;false;1;R905;import;Rapprochement Odoo par default_code a effectuer.
4141RGSR5FD;DESC AVD VT HYUNDAI IX35       10-15;GLACES LATERALES;Glace laterale;;product;true;true;VSF Centre;48,78;107,32;60,98;;4141RGSR5FD;false;1;R916;import;Rapprochement Odoo par default_code a effectuer.
4141RYPR5RDW;DESC ARD PRIVACY HYUNDAI IX35       10-;GLACES LATERALES;Glace laterale;;product;true;true;VSF Centre;92,46;203,4;115,57;;4141RYPR5RDW;false;2;R914 | Centre;import;Doublon source consolide : controler quantites, prix et emplacements.
4141RYPR5RQZ;CUSTODE ARRIÈRE DROIT PRIVACY HYUNDAI IX35       10-MO 0,90;GLACES LATERALES;Glace laterale;;product;true;true;CENTRE AUTO;196,51;196,51;196,51;;4141RYPR5RQZ;false;1;Centre;import;Rapprochement Odoo par default_code a effectuer.
4147AGNBLV;PB VTBL HYUNDAI VELOSTER  11-19;PARE BRISE;Pare-brise;;product;true;true;VSF Centre;135,03;297,07;168,79;;4147AGNBLV;false;1;R710;import;Rapprochement Odoo par default_code a effectuer.
4147ASMHT;JC SUP PB HYUNDAI VELOSTER  11-19;JOINTS;Joint;;product;true;true;VSF Centre;21,62;47,56;27,02;;4147ASMHT;false;1;J10A;import;Rapprochement Odoo par default_code a effectuer.
4147GZPH4PRB;TOIT VITRE PARTIE ARR FIXE VELOSTER  11-;TOIT;Autres;Toit panoramique;product;true;true;VSF Centre;392,66;863,84;490,82;;4147GZPH4PRB;false;1;R901;import;Rapprochement Odoo par default_code a effectuer.
4147LGNH4RQZ;CUST ARG VT HYUNDAI VELOSTER 11-19;GLACES LATERALES;Glace laterale;;product;true;true;VSF Centre;96,17;211,57;120,21;;4147LGNH4RQZ;false;1;R901;import;Rapprochement Odoo par default_code a effectuer.
4151BGNHI;LUN VT HYUNDAI I30 3/5P 12-17;LUNETTES;Lunette;;product;true;true;VSF Centre;121,05;266,31;151,31;;4151BGNHI;false;1;R924;import;Rapprochement Odoo par default_code a effectuer.
4151RGNH5FDW1M;DESC AVD VT HYUNDAI I30 12-17;GLACES LATERALES;Glace laterale;;product;true;true;VSF Centre;62,97;138,53;78,71;;4151RGNH5FDW1M;false;1;R915;import;Rapprochement Odoo par default_code a effectuer.
4153AGABLHMOV;PB VTBL ACO SANTA FE CHAU  CAPT    12-19;PARE BRISE;Pare-brise;;product;true;true;VSF Centre;246,29;541,83;307,86;;4153AGABLHMOV;false;1;R415;import;Rapprochement Odoo par default_code a effectuer.
4153AGCBLHMOV;PB VTBL AC SANTA FE CHAU CAPT VAP12-19;PARE BRISE;Pare-brise;;product;true;true;VSF Centre;200,29;440,63;250,36;;4153AGCBLHMOV;false;1;Centre;import;Rapprochement Odoo par default_code a effectuer.
4153AGNBLHMOV;PB VTBL HYUNDAI SANTA FE CHAUF CAPT 12-1;PARE BRISE;Pare-brise;;product;true;true;VSF Centre;159,69;351,31;199,61;;4153AGNBLHMOV;false;5;R523 | CASSE | R506 | R432;import;Doublon source consolide : controler quantites, prix et emplacements.
4153ASMHT;JC SUP  PB SANTA FE 3   12-19;JOINTS;Joint;;product;true;true;VSF Centre;11,12;24,46;13,9;;4153ASMHT;false;4;R523 | J9B | J9A | J4A;import;Doublon source consolide : controler quantites, prix et emplacements.
4153LGSR5FDW1M;DESC AVG VT HYUNDAI SANTA FE 12-19;GLACES LATERALES;Glace laterale;;product;true;true;VSF Centre;46,22;101,68;57,77;;4153LGSR5FDW1M;false;1;D2;import;Rapprochement Odoo par default_code a effectuer.
4155AGNV;PB VT HYUNDAI I10                13-;PARE BRISE;Pare-brise;;product;true;true;VSF Centre;87,62;192,76;109,52;;4155AGNV;false;2;R410 | R610;import;Doublon source consolide : controler quantites, prix et emplacements.
4155ASMH;JC PB HYUNDAI I10                13-;JOINTS;Joint;;product;true;true;VSF Centre;29,44;64,77;36,8;;4155ASMH;false;2;Tringle | J10A;import;Doublon source consolide : controler quantites, prix et emplacements.
4155BGNHI;LUN VT HYUNDAI I10 1 TROU  13-;LUNETTES;Lunette;;product;true;true;VSF Ouest;88,51;194,73;110,64;;4155BGNHI;false;2;Centre;import;Doublon source consolide : controler quantites, prix et emplacements.
4155LGNH5FDW;DESC AVG VT HYUNDAI I10      13-20;GLACES LATERALES;Glace laterale;;product;true;true;VSF Centre;57,32;126,1;71,65;;4155LGNH5FDW;false;1;GENIPA;import;Rapprochement Odoo par default_code a effectuer.
4155LGNH5RDW;DESC ARG VT HYUNDAI I10      13-20;GLACES LATERALES;Glace laterale;;product;true;true;VSF Centre;38,86;85,5;48,58;;4155LGNH5RDW;false;1;T001;import;Rapprochement Odoo par default_code a effectuer.
4155LGNH5RVZ;DEFL ARG VT HYUNDAI I10      13-;GLACES LATERALES;Glace laterale;;product;true;true;VSF Centre;91,29;200,83;114,11;;4155LGNH5RVZ;false;1;T008;import;Rapprochement Odoo par default_code a effectuer.
4155RGNH5FDW;GLACE DESCENDANTE AVANT DROIT TEINTÉ VERT HYUNDAI I10 13-20MO 0,40;GLACES LATERALES;Glace laterale;;product;true;true;VSF Centre;53,07;116,76;66,34;;4155RGNH5FDW;false;1;R906;import;Rapprochement Odoo par default_code a effectuer.
4155RGNH5RDW;DESC ARD VT HYUNDAI I10      13-20;GLACES LATERALES;Glace laterale;;product;true;true;VSF Centre;31,05;68,31;38,81;;4155RGNH5RDW;false;3;T003 | R915 | r911;import;Doublon source consolide : controler quantites, prix et emplacements. Variantes de casse/espacement fusionnees dans la source : 4155RGNH5RDW, 4155rgnh5rdw.
4157BGNHI;LUN.VT HYUNDAI I20 5P. 14-;LUNETTES;Lunette;;product;true;true;VSF Centre;103,2;227,04;129;;4157BGNHI;false;3;Centre | R212;import;Doublon source consolide : controler quantites, prix et emplacements.
4157BYPHI;LUN PRIVACY HYUNDAI I20 5P      14-20;LUNETTES;Lunette;;product;true;true;VSF Centre;116,86;257,08;146,07;;4157BYPHI;false;1;D2;import;Rapprochement Odoo par default_code a effectuer.
4157LGNH5RDW;DESC ARG VT HYUNDAI I20 5P          14-;GLACES LATERALES;Glace laterale;;product;true;true;VSF Centre;32,3;71,07;40,38;;4157LGNH5RDW;false;1;Centre;import;Rapprochement Odoo par default_code a effectuer.
4157LGNH5RV;DEFL ARG VT HYUNDAI I20 5P         14-20;GLACES LATERALES;Glace laterale;;product;true;true;VSF Centre;17,54;38,59;23,08;;;false;2;GALLERIA | R905;import;Doublon source consolide : controler quantites, prix et emplacements.
4157RGNH5RDW;DESC ARD VT HYUNDAI I20 5P         14-20;GLACES LATERALES;Glace laterale;;product;true;true;VSF Centre;35,09;77,19;43,86;;4157RGNH5RDW;false;1;R907;import;Rapprochement Odoo par default_code a effectuer.
4157RGNH5RV;DEFL ARD VT HYUNDAI I20 5P        14-20;GLACES LATERALES;Glace laterale;;product;true;true;VSF Centre;17,1;37,61;21,37;;4157RGNH5RV;false;1;Génipa;import;Rapprochement Odoo par default_code a effectuer.
4159AGABLOVW;PB VTBL AC.TUCSON 2 +HUMID.15-;PARE BRISE;Pare-brise;;product;true;true;MPB;380;380;380;;4159AGABLOVW;false;2;R430 | Centre;import;Doublon source consolide : controler quantites, prix et emplacements.
4159AGABLVW;PB VTBL AC TUCSON 2     15-;PARE BRISE;Pare-brise;;product;true;true;VSF Centre;157,66;346,86;197,08;;4159AGABLVW;false;8;R304 | R502 | R522 | Galléria | R217 | R513 | R424 | R415;import;Doublon source consolide : controler quantites, prix et emplacements.
4159AGRBLCHMOVW;PB VTBL ABS AC TUCSON 2 CHAU CAP CAM 15-;PARE BRISE;Pare-brise;;product;true;true;VSF Centre;193,6;425,92;242;;4159AGRBLCHMOVW;false;1;R118;import;Rapprochement Odoo par default_code a effectuer.
4159AGRBLMOVW;PB VTBL TUCSON 2 +CAPT 15-;PARE BRISE;Pare-brise;;product;true;true;VSF Centre;135,2;297,44;169;;4159AGRBLMOVW;false;5;R322 | R201 | R411 | R316 | GENIPA;import;Doublon source consolide : controler quantites, prix et emplacements.
4159AGRBLOVW;PB VTBL ABS AC TUCSON 2 VAP 15-;PARE BRISE;Pare-brise;;product;true;true;VSF Centre;203,38;447,43;254,22;;4159AGRBLOVW;false;1;R722;import;Rapprochement Odoo par default_code a effectuer.
4159ASMR;ENJOLIVEUR PARE-BRISE HYUNDAI TUCSON 2 15-;JOINTS;Joint;;product;true;true;CENTRE AUTO;40,37;40,37;40,37;;4159ASMR;true;10;Centre | J8D | R502 | J024 | JT002 | GENIPA | J6B | J2F | J5f;import;Doublon source consolide : controler quantites, prix et emplacements. EUROCODE INTERNE diverge de EUROCODE : arbitrage RPBM requis sur la reference qui fait foi. Variantes de casse/espacement fusionnees dans la source : 4159ASMR, 4159asmr.
4159BGPRI1H;LUN VT FONCEE HYUNDAI TUCSON 2 TROU 15-;LUNETTES;Lunette;;product;true;true;VSF Centre;174,42;383,72;218,02;;4159BGPRI1H;false;3;R217 | GALLERIA | GENIPA;import;Doublon source consolide : controler quantites, prix et emplacements.
4159LGSR5FDW1M;DESC AVG VT HYUNDAI TUCSON 2 15-;GLACES LATERALES;Glace laterale;;product;true;true;VSF Centre;50,81;111,78;63,51;;4159LGSR5FDW1M;false;1;Centre;import;Rapprochement Odoo par default_code a effectuer.
4159RGSR5FDW;GLACE DESCENDANTE AVANT DROIT TEINTÉ VERT HYUNDAI TUCSON 2 15-MO 0.40;GLACES LATERALES;Glace laterale;;product;true;true;CENTRE AUTO;115,04;115,04;115,04;;4159RGSR5FDW;false;1;GALLERIA;import;Rapprochement Odoo par default_code a effectuer.
4163AGRBLCMOV;PB VTBL HYUNDAI IONIQ   CAPT CAM 16-;PARE BRISE;Pare-brise;;product;true;true;VSF Centre;216;475,2;270;;;false;1;GALLERIA;import;Rapprochement Odoo par default_code a effectuer.
4163ASMH;JC PB HYUNDAI IONIQ  16-;JOINTS;Joint;;product;true;true;VSF Centre;36,46;80,22;45,58;;;false;1;GALLERIA;import;Rapprochement Odoo par default_code a effectuer.
4167AGNBLCIMOV;PB VTBL HYUNDAI KONA LHD CAPT CAM   17-;PARE BRISE;Pare-brise;;product;true;true;VSF Centre;193,3;425,27;241,63;;4167AGNBLCIMOV;false;1;R517;import;Rapprochement Odoo par default_code a effectuer.
4167AGSBLCIMO1Z;PB VTBL KONA LHD CAPT CAM 09/17-;PARE BRISE;Pare-brise;;product;true;true;VSF Centre;180;396;225;;4167AGSBLCIMO1Z;false;2;R618 | R427;import;Doublon source consolide : controler quantites, prix et emplacements.
